id,name,parent_id,depth,status,is_paragroup,defining_snps,source_version
Root (Y-Adam),Root (Y-Adam),,0,normal,False,,2013
A00,A00,Root (Y-Adam),1,normal,False,"AF4, AF5, AF6, L1284, AF7, AF8, AF9, AF10, AF13, L1086, L1087, L1088, L1091, L1092, L1094, L1096, L1097, L1102, L1103, L1104, L1106, L1107, L1108, L1109, L1110, L1111, L1113, L1114, L1115, L1117, L1119, L1122, L1126, L1131, L1133, L1134, L1138, L1139, L1140, L1141, L1144, L1146, L1147, L1148, L1151, L1152, L1154, L1156, L1157, L1158, L1159, L1160, L1161, L1163, L1233, L1234, L1236",2013
A0-T,A0-T,Root (Y-Adam),1,normal,False,"AF3, L1085, L1089, L1090, L1093, L1095, L1098, L1099, L1101, L1105, L1116, L1118, L1120, L1121, L1123, L1124, L1125, L1127, L1128, L1129, L1130, L1132, L1135, L1136, L1137, L1142, L1143, L1145, L1150, L1155, L1235",2013
A0,A0,A0-T,2,normal,False,"L529.2, L896, L982, L984, L990, L991, L993, L995, L997, L998, L999, L1000, L1001, L1006, L1008, L1010, L1012, L1016, L1018, L1055, V148, V149, V154, V164, V165",2013
A1,A1,A0-T,2,normal,False,"L985, L986, L989, L1002, L1003, L1004, L1005, L1009, L1013, L1053, L1084, L1112",2013
A1*,A1*,A1,3,normal,True,,2013
A1a,A1a,A1,3,normal,False,"M31, P82, V4, V14, V15, V25, V26, V28, V30, V40, V48, V57, V58, V63, V191",2013
A1b,A1b,A1,3,normal,False,"P108, V221",2013
A1b*,A1b*,A1b,4,normal,True,,2013
A1b1,A1b1,A1b,4,normal,False,"L419, PF712",2013
BT,BT,A1b,4,normal,False,"L413, PF1409, , L418, L438, L440, L604, PF1243, L957, L962, L969",2013
B,B,BT,5,normal,False,"M60, M181, M247, P90",2013
CT,CT,BT,5,normal,False,"M168, PF1416, M294, P9.1",2013
DE,DE,CT,6,normal,False,"M1, M145, PF1444, M203, PF1435, P144, PF1436, P153",2013
D,D,DE,7,normal,False,"M174, IMS-JST021355",2013
E,E,DE,7,normal,False,"L339, L504, PF1803, L507, PF1874, L511, L537, PF1507, L614, PF1898, YSC0000032, L856",2013
CF,CF,CT,6,normal,False,P143,2013
C,C,CF,7,normal,False,"IMS-JST029149, IMS-JST037816-80, M130",2013
F,F,CF,7,normal,False,"L132.1, M89, PF2746, M213, M235, PF2665, P14, PF2704, P133, P134",2013
G,G,F,8,normal,False,"L116, PF2955, , L154, PF3139, L204, PF2825, L240, L269, PF3135, L402, L519",2013
H,H,F,8,normal,False,"M69, M370",2013
IJK,IJK,F,8,normal,False,"L15, PF3492, , L16, PF3493, , L69.1(=G)",2013
IJ,IJ,IJK,9,normal,False,"M429, P123, PF3554, P124, PF3553, P126, P125, P127, PF3526",2013
I,I,IJ,10,normal,False,"L41, PF3787, M170, PF3715, M258, P19_1, P19_2, P19_3, P19_4, P19_5, P38, P212, U179",2013
J,J,IJ,10,normal,False,"12f2.1, L134, PF4539, M304, PF4609, P209, PF4584, S6, S34, S35",2013
K,K,IJK,9,normal,False,"M9, P128, PF5504, P131, PF5493, P132, PF5480",2013
LT,LT,K,10,normal,False,"CTS2888, PF5543, CTS3648, CTS4783, PF5548, CTS5175, PF5549, CTS6888, CTS753, PF5525, PF5519, PF5526, PF5531, PF5535, PF5536, PF5566, PF5586",2013
L,L,LT,11,normal,False,"L855, L863, L878, PF5524, L879, PF5697, M11, M20, PF5570, M61, M185, PF5755",2013
T,T,LT,11,normal,False,"L445, L452, L455, PF5670, L810, M184, M272, PF5667, Page129",2013
K(xLT),K(xLT),K,10,normal,False,"M526, PF5979",2013
M,M,K(xLT),11,normal,False,"P256, Page93",2013
NO,NO,K(xLT),11,normal,False,"M214, P188, P192, P193, P194, P195",2013
N,N,NO,12,normal,False,M231,2013
O,O,NO,12,normal,False,"M175, P186, P191, P196",2013
P,P,K(xLT),11,normal,False,"92R7_1, 92R7_2, L138, L268, L405, L471, PF5989, L536, PF5860, L721, PF6020, L741",2013
Q,Q,P,12,normal,False,M242,2013
R,R,P,12,normal,False,"M207, P224, P227, P229, PF6019, P232, P280, P285, S4, S9",2013
S,S,K(xLT),11,normal,False,"M230, P202, P204",2013
Y,Y,,0,normal,False,Root (Y-Adam),2013
A0*,A0*,,3,renamed,True,,2013
A0a,A0a,,3,renamed,False,"L979, L980, L987, L996, L1011, L1015, L1017",2013
A0a*,A0a*,,4,renamed,True,,2013
A0a1,A0a1,,4,renamed,False,"L1070, L1072, L1073, L1075, L1076, L1078, L1079, L1080, L1081, L1082, V150, V153, V157, V158, V159, V162, V164, V170",2013
A0a1*,A0a1*,,5,new,True,,2013
A0a1a,A0a1a,,5,new,False,"P114, V151, V152, V161.1, V169, V181, V195",2013
A0a1b,A0a1b,,5,new,False,L1289,2013
A0a2,A0a2,,4,new,False,"L981, L983, L988, L994, L1007, L1014, V203",2013
A0b,A0b,,3,renamed,False,"L92.2, L1035, L1036, L1037, L1038, L1039, L1040, L1041, L1042, L1043, L1044",2013
A1b1*,A1b1*,,5,normal,True,,2013
A1b1a,A1b1a,,5,normal,False,"L602, V50, V82, V198, V224",2013
A1b1a*,A1b1a*,,6,normal,True,,2013
A1b1a1,A1b1a1,,6,normal,False,"M14, M23, L968, M71, M135, M141, M206, M276",2013
A1b1a1*,A1b1a1*,,7,normal,True,,2013
A1b1a1a,A1b1a1a,,7,normal,False,"M6, M49, M196",2013
A1b1a1a*,A1b1a1a*,,8,normal,True,,2013
A1b1a1a1,A1b1a1a1,,8,renamed,False,P28,2013
A1b1a1a2,A1b1a1a2,,8,new,False,L963,2013
A1b1a1a2*,A1b1a1a2*,,9,new,True,,2013
A1b1a1a2a,A1b1a1a2a,,9,new,False,"M114, M212",2013
A1b1a1a2b,A1b1a1a2b,,9,new,False,P262,2013
A1b1b,A1b1b,,5,normal,False,M32,2013
A1b1b*,A1b1b*,,6,normal,True,,2013
A1b1b1,A1b1b1,,6,normal,False,M28,2013
A1b1b2,A1b1b2,,6,normal,False,"L427, L430, M144, M190, PF1373, M220, M305",2013
A1b1b2*,A1b1b2*,,7,normal,True,,2013
A1b1b2a,A1b1b2a,,7,normal,False,"M51, M229, M239, Page89, P71, P100",2013
A1b1b2a*,A1b1b2a*,,8,normal,True,,2013
A1b1b2a1,A1b1b2a1,,9,new,False,,2013
A1b1b2a1a,A1b1b2a1a,,9,new,False,P102,2013
A1b1b2b,A1b1b2b,,7,normal,False,"M13, M63, M127, M202, M219, Page53, Page77, PF1364, V10",2013
A1b1b2b*,A1b1b2b*,,8,normal,True,,2013
A1b1b2b1,A1b1b2b1,,8,normal,False,M118,2013
B*,B*,,1,normal,True,,2013
B1,B1,,1,normal,False,"M236, M288",2013
B1*,B1*,,2,normal,True,,2013
B1a,B1a,,2,normal,False,M146,2013
B2,B2,,1,normal,False,M182,2013
B2*,B2*,,2,normal,True,,2013
B2a,B2a,,2,normal,False,"M150, Page18",2013
B2a*,B2a*,,3,normal,True,,2013
B2a1,B2a1,,3,normal,False,M218,2013
B2a1*,B2a1*,,4,normal,True,,2013
B2a1a,B2a1a,,4,normal,False,"M109, M152, P32, P50",2013
B2a1b,B2a1b,,4,normal,False,G1,2013
B2a2,B2a2,,3,normal,False,M108.1,2013
B2a2*,B2a2*,,4,normal,True,,2013
B2a2a,B2a2a,,4,normal,False,"M43, P111",2013
B2b,B2b,,2,normal,False,M112,2013
B2b*,B2b*,,3,normal,True,,2013
B2b1,B2b1,,3,renamed,False,"M192, 50f2(P)",2013
B2b1*,B2b1*,,4,new,True,,2013
B2b1a,B2b1a,,4,new,False,"P7_1, P7_2, P7_3",2013
B2b1a*,B2b1a*,,5,new,True,,2013
B2b1a1,B2b1a1,,5,new,False,MSY2.1,2013
B2b1a1*,B2b1a1*,,6,new,True,,2013
B2b1a1a,B2b1a1a,,6,new,False,"M115, M169",2013
B2b1a1b,B2b1a1b,,6,new,False,"M30, M129",2013
B2b1a1b*,B2b1a1b*,,7,new,True,,2013
B2b1a1b1,B2b1a1b1,,7,new,False,M108.2,2013
B2b1a1c,B2b1a1c,,6,new,False,M211,2013
B2b1a2,B2b1a2,,5,new,False,"P8_1, P8_2, P8_3, P70",2013
B2b1b,B2b1b,,4,new,False,P6,2013
B2b2,B2b2,,3,renamed,False,"P112, V341",2013
C*,C*,,1,normal,True,,2013
C1,C1,,1,normal,False,"IMS-JST037816, M8, M105, M131, P122",2013
C1*,C1*,,2,normal,True,,2013
C1a,C1a,,2,normal,False,P121,2013
C2,C2,,1,normal,False,M38,2013
C2*,C2*,,2,normal,True,,2013
C2a,C2a,,2,normal,False,M208,2013
C2a*,C2a*,,3,normal,True,,2013
C2a1,C2a1,,3,normal,False,"P33_1, P33_2, P33_3",2013
C2a2,C2a2,,3,normal,False,P54,2013
C3,C3,,1,normal,False,"M217, P44, Z1453",2013
C3*,C3*,,2,normal,True,,2013
C3a,C3a,,2,normal,False,M93,2013
C3b,C3b,,2,renamed,False,L1373,2013
C3b*,C3b*,,3,new,True,--,2013
C3b1,C3b1,,3,new,False,P39,2013
C3b2,C3b2,,3,new,False,M48,2013
C3b2*,C3b2*,,4,new,True,--,2013
C3b2a,C3b2a,,4,new,False,"M77, M86",2013
