id,name,parent_id,depth,status,is_paragroup,defining_snps,source_version
Root (Y-Adam),Root (Y-Adam),,0,normal,False,,2014
A00,A00,Root (Y-Adam),1,normal,False,"AF4, AF5, AF6, L1284, AF7, AF8, AF9, AF10, AF13, L1086, L1087, L1088, L1091, L1092, L1094, L1096, L1097, L1102, L1103, L1104, L1106, L1107, L1108, L1109, L1110, L1111, L1113, L1114, L1115, L1117, L1119, L1122, L1126, L1131, L1133, L1134, L1138, L1139, L1140, L1141, L1144, L1146, L1147, L1148, L1151, L1152, L1154, L1156, L1157, L1158, L1159, L1160, L1161, L1163, L1233, L1234, L1236",2014
A0-T,A0-T,Root (Y-Adam),1,normal,False,"AF3, L1085, L1089, L1090, L1093, L1095, L1098, L1099, L1101, L1105, L1116, L1118, L1120, L1121, L1123, L1124, L1125, L1127, L1128, L1129, L1130, L1132, L1135, L1136, L1137, L1142, L1143, L1145, L1150, L1155, L1235",2014
A0,A0,A0-T,2,normal,False,"L529.2, L896, L982, L984, L990, CTS2809, L991, L993, L995, L997, L998, L999, L1000, L1001, L1006, L1008, L1010, L1012, L1016, L1018, L1055, V148, V149, V154, V164, V165, V166, V167, V172, V173, V176, V177, V190, V196, V223, V225, V229, V233, V239",2014
A1,A1,A0-T,2,normal,False,"L985, L986, L989, L1002, L1003, L1004, L1005, L1009, L1013, L1053, L1084, L1112, L1153, P305, V161.2, V168, V171, V174, V238, V241, V250",2014
A1*,A1*,A1,3,normal,True,,2014
A1a,A1a,A1,3,normal,False,"M31, P82, V4, V14, V15, V25, V26, V28, V30, V40, V48, V57, V58, V63, V191, V201, V204, V215",2014
A1b,A1b,A1,3,normal,False,"P108, V221, FGC8027, L989, L1009, L1013, L1053, M11301, Z11908, Z11891, Z11892, Z11893, Z11894, Z11895, Z11896, Z11897, Z11898, Z11899, Z11900, Z11901, Z11902, Z11903, Z11904, Z11905, Z11906, Z11907, Z11909, Z11910, Z11911, Z11912, Z11913, Z11914, Z11915, Z11916, Z11917, Z11918, Z11919, Z17890, Z17891, Z17892, Z17893, Z17894, Z17895, Z17896, Z17897, Z17898, Z17899, Z17900",2014
A1b*,A1b*,A1b,4,normal,True,,2014
A1b1,A1b1,A1b,4,normal,False,"L419, PF712",2014
