id,name,parent_id,depth,status,is_paragroup,defining_snps,source_version
Root (Y-Adam),Root (Y-Adam),,0,normal,False,,2012
A0,A0,Root (Y-Adam),1,new,False,"P305, V148, V149, V154, V164, V166, V172, V173, V177, V190, V196, V223, V225, V229, V233, V239",2012
A1,A1,Root (Y-Adam),1,renamed,False,"L985, L989, L990, L1002, L1003, L1004, L1009, L1013, L1053, V161, V168, V171, V174, V203, V238, V241, V250, V174
                V203",2012
A1b,A1b,A1,2,renamed,False,"P108, V221",2012
BT,BT,A1b,3,normal,False,"L413, L418, L438, L440, L604, L957, L962, L969, L970, L971, L977, M42, M91",2012
B,B,BT,4,normal,False,"M60, M181, M247, P90",2012
CT,CT,BT,4,normal,False,"M168, M294, P9.1",2012
DE,DE,CT,5,normal,False,"M1, M145, M203, P144, P153, P165, P167, P183",2012
D,D,DE,6,normal,False,"M174, IMS-JST021355, Page3",2012
E,E,DE,6,normal,False,"L339, L504, L507, L511, L537, L614, L856, M40, M96, P29, P150, P152",2012
CF,CF,CT,5,normal,False,P143,2012
C,C,CF,6,normal,False,M130,2012
F,F,CF,6,normal,False,"L132.1, M89, M213, M235, P14, P133, P134, P135, P136, P138, P139",2012
G,G,F,7,normal,False,"L116, S284, L154, L204, L240, L269, L402, L519, L520, L521, L522, L523, L605, L770, L836, L769",2012
H,H,F,7,normal,False,"M69, M370",2012
IJK,IJK,F,7,normal,False,"L15, L16, L69.1(=G)",2012
IJ,IJ,IJK,8,normal,False,"M429, P123, P124, P126, P127, P129, P130, S2, P125, S22",2012
I,I,IJ,9,normal,False,"L41, M170, M258, P19_1, P19_2, P19_3, P19_4, P19_5, P38, P212, U179",2012
J,J,IJ,9,normal,False,"12f2.1, L134, M304, P209, S6, S34, S35",2012
K,K,IJK,8,normal,False,"M9, P128, P131, P132",2012
LT,LT,K,9,normal,False,"L298, L811",2012
L,L,LT,10,normal,False,"L855, L863, L878, L879, M11, M20, M61, M185",2012
T,T,LT,10,normal,False,"L206, L445, L452, L455, L810, M184, M193, M272, Page129",2012
K(xLT),K(xLT),K,9,normal,False,M526   (formerly MNOPS),2012
M,M,K(xLT),10,normal,False,"P256, Page93, S322",2012
NO,NO,K(xLT),10,normal,False,"M214, P188, P192, P193, P194, P195",2012
N,N,NO,11,normal,False,"M231, Page56, S323",2012
O,O,NO,11,normal,False,"M175, P186, P191, P196",2012
P,P,K(xLT),10,normal,False,"92R7_1, 92R7_2, L138, L268, L405, L471, L536, L721, L741, L768, L779, L781, M45, M74, P27.1_1, P27.1_2, P69, P226, P228, P230",2012
Q,Q,P,11,normal,False,M242,2012
R,R,P,11,normal,False,"M207, P224, P227, P229, P232, P280, P285, S4, S9",2012
S,S,K(xLT),10,normal,False,"M230, P202, P204",2012
Y,Y,,0,normal,False,Root (Y-Adam),2012
A0*,A0*,,2,new,True,,2012
A0a,A0a,,2,new,False,V152,2012
A0a*,A0a*,,3,new,True,,2012
A0a1,A0a1,,3,new,False,P114,2012
A0b,A0b,,2,new,False,"L896, L982, L984, L986, L991, L993, L995, L997, L998, L999, L1000, L1001, L1005, L1006, L1008, L1010, L1012, L1016, L1018",2012
A1*,A1*,,2,normal,True,,2012
A1a,A1a,,2,normal,False,"M31, P82, V4, V14, V25",2012
A1b*,A1b*,,3,new,True,,2012
A1b1,A1b1,,3,new,False,L419,2012
A1b1*,A1b1*,,4,new,True,,2012
A1b1a,A1b1a,,4,new,False,"V50, V82, V198, V224",2012
A1b1a*,A1b1a*,,5,new,True,,2012
A1b1a1,A1b1a1,,5,new,False,"M14, M23, L968, , M71, M135, M141, M206, M276, M277",2012
A1b1a1*,A1b1a1*,,6,new,True,,2012
A1b1a1a,A1b1a1a,,6,new,False,"M6, M49, M196",2012
A1b1a1a*,A1b1a1a*,,7,new,True,,2012
A1b1a1a1,A1b1a1a1,,7,new,False,M212,2012
A1b1a1a1*,A1b1a1a1*,,8,new,True,,2012
A1b1a1a1a,A1b1a1a1a,,8,new,False,M114,2012
A1b1a1a1b,A1b1a1a1b,,8,new,False,P28,2012
A1b1a1a1c,A1b1a1a1c,,8,new,False,P262,2012
A1b1b,A1b1b,,4,new,False,M32,2012
A1b1b*,A1b1b*,,5,new,True,,2012
A1b1b1,A1b1b1,,5,new,False,M28,2012
A1b1b2,A1b1b2,,5,new,False,"M144, M190, M220, M305, P100, P289, Page50",2012
A1b1b2*,A1b1b2*,,6,new,True,,2012
A1b1b2a,A1b1b2a,,6,new,False,M51,2012
A1b1b2a*,A1b1b2a*,,7,new,True,,2012
A1b1b2a1,A1b1b2a1,,7,new,False,"P71, P102, P291",2012
A1b1b2b,A1b1b2b,,6,new,False,"M13, M63, M127, M202, M219, Page53, Page77, V10",2012
A1b1b2b*,A1b1b2b*,,7,new,True,,2012
A1b1b2b1,A1b1b2b1,,7,new,False,M118,2012
B*,B*,,1,normal,True,,2012
B1,B1,,1,normal,False,"M236, M288",2012
B1*,B1*,,2,normal,True,,2012
B1a,B1a,,2,normal,False,M146,2012
B2,B2,,1,normal,False,M182,2012
B2*,B2*,,2,normal,True,,2012
B2a,B2a,,2,normal,False,"M150, Page18",2012
B2a*,B2a*,,3,normal,True,,2012
B2a1,B2a1,,3,normal,False,M218,2012
B2a1*,B2a1*,,4,normal,True,,2012
B2a1a,B2a1a,,4,normal,False,"M109, M152, P32, P50",2012
B2a1b,B2a1b,,4,new,False,G1,2012
B2a2,B2a2,,3,normal,False,M108.1,2012
B2a2*,B2a2*,,4,normal,True,,2012
B2a2a,B2a2a,,4,normal,False,"M43, P111",2012
B2b,B2b,,2,normal,False,"M112, M192, 50f2(P), Page72",2012
B2b*,B2b*,,3,normal,True,,2012
B2b1,B2b1,,3,normal,False,P6,2012
B2b2,B2b2,,3,normal,False,"M115, M169",2012
B2b3,B2b3,,3,normal,False,"M30, M129",2012
B2b3*,B2b3*,,4,normal,True,,2012
B2b3a,B2b3a,,4,normal,False,M108.2,2012
B2b4,B2b4,,3,normal,False,"P7_1, P7_2, P7_3",2012
B2b4*,B2b4*,,4,normal,True,,2012
B2b4a,B2b4a,,4,normal,False,"P8_1, P8_2, P8_3, P70",2012
B2b4b,B2b4b,,4,normal,False,"MSY2.1, M211, Page86",2012
B2c,B2c,,2,normal,False,P112,2012
C*,C*,,1,normal,True,,2012
C1,C1,,1,normal,False,"M8, M105, M131, P122",2012
C1*,C1*,,2,normal,True,,2012
C1a,C1a,,2,normal,False,P121,2012
C2,C2,,1,normal,False,M38,2012
C2*,C2*,,2,normal,True,,2012
C2a,C2a,,2,normal,False,M208,2012
C2a*,C2a*,,3,normal,True,,2012
C2a1,C2a1,,3,normal,False,"P33_1, P33_2, P33_3",2012
C2a2,C2a2,,3,normal,False,P54,2012
C3,C3,,1,normal,False,"M217, P44, Z1453",2012
C3*,C3*,,2,normal,True,,2012
C3a,C3a,,2,renamed,False,PK2,2012
C3a*,C3a*,,3,new,True,,2012
C3a1,C3a1,,3,new,False,M93,2012
C3a2,C3a2,,3,new,False,P39,2012
C3a3,C3a3,,3,new,False,M48,2012
C3a3*,C3a3*,,4,new,True,--,2012
C3a3a,C3a3a,,4,new,False,"M77, M86",2012
C3a4,C3a4,,3,new,False,M407,2012
C3a5,C3a5,,3,new,False,P53.1,2012
C3a6,C3a6,,3,new,False,P62,2012
C3b,C3b,,2,new,False,Z1338,2012
C3b*,C3b*,,3,new,True,,2012
C3b1,C3b1,,3,new,False,Z1300,2012
C4,C4,,1,normal,False,"M347, P309",2012
C4*,C4*,,2,normal,True,,2012
C4a,C4a,,2,normal,False,M210,2012
C5,C5,,1,normal,False,M356,2012
C5*,C5*,,2,normal,True,,2012
C5a,C5a,,2,normal,False,P92,2012
D*,D*,,1,normal,True,,2012
D1,D1,,1,normal,False,M15,2012
D1*,D1*,,2,normal,True,,2012
D1a,D1a,,2,normal,False,N1,2012
D2,D2,,1,normal,False,"M55, M57, M64.1, M179, M359.1, P37.1, P190, 12f2.2",2012
D2*,D2*,,2,normal,True,,2012
D2a,D2a,,2,normal,False,M116.1,2012
D2a*,D2a*,,3,normal,True,,2012
D2a1,D2a1,,3,normal,False,M125,2012
D2a1*,D2a1*,,4,normal,True,,2012
D2a1a,D2a1a,,4,normal,False,P42,2012
D2a1a*,D2a1a*,,5,normal,True,,2012
D2a1a1,D2a1a1,,5,normal,False,"P12_1, P12_2, P12_3",2012
D2a1b,D2a1b,,4,normal,False,IMS-JST022457,2012
D2a1b*,D2a1b*,,5,normal,True,,2012
D2a1b1,D2a1b1,,5,normal,False,P53.2,2012
D2a2,D2a2,,3,normal,False,M151,2012
D2a3,D2a3,,3,normal,False,P120,2012
D3,D3,,1,normal,False,P99,2012
D3*,D3*,,2,normal,True,,2012
D3a,D3a,,2,normal,False,P47,2012
E*,E*,,1,normal,True,,2012
E1,E1,,1,normal,False,P147,2012
E1*,E1*,,2,normal,True,,2012
E1a,E1a,,2,normal,False,"L633, M33, M132",2012
E1a*,E1a*,,3,normal,True,,2012
E1a1,E1a1,,3,normal,False,M44,2012
E1a2,E1a2,,3,normal,False,P110,2012
E1a3,E1a3,,3,normal,False,L94,2012
E1a4,E1a4,,3,normal,False,L133,2012
E1b,E1b,,2,normal,False,P177,2012
E1b*,E1b*,,3,normal,True,,2012
E1b1,E1b1,,3,normal,False,"DYS391p, P2, P178, P179, P180, P181",2012
E1b1*,E1b1*,,4,normal,True,,2012
E1b1a,E1b1a,,4,normal,False,"L222.1, TSC0077541, , V100",2012
E1b1a*,E1b1a*,,5,normal,True,,2012
E1b1a1,E1b1a1,,5,normal,False,"DYS271, KHS1479188, M291, P1, P189, P293",2012
E1b1a1*,E1b1a1*,,6,normal,True,,2012
E1b1a1a,E1b1a1a,,6,normal,False,"L576, TSC0860384",2012
E1b1a1a*,E1b1a1a*,,7,normal,True,,2012
E1b1a1a1,E1b1a1a1,,7,normal,False,"L86.1, M180, P182, Page66, Z1111, Z1132",2012
E1b1a1a1*,E1b1a1a1*,,8,normal,True,,2012
E1b1a1a1a,E1b1a1a1a,,8,normal,False,"M58, Page27",2012
E1b1a1a1b,E1b1a1a1b,,8,normal,False,M116.2,2012
E1b1a1a1c,E1b1a1a1c,,8,normal,False,M149,2012
E1b1a1a1d,E1b1a1a1d,,8,normal,False,M155,2012
E1b1a1a1e,E1b1a1a1e,,8,normal,False,"M10, M66, M156, M195",2012
E1b1a1a1f,E1b1a1a1f,,8,normal,False,L485,2012
E1b1a1a1f*,E1b1a1a1f*,,9,normal,True,,2012
E1b1a1a1f1,E1b1a1a1f1,,9,normal,False,L514,2012
E1b1a1a1f1*,E1b1a1a1f1*,,10,normal,True,,2012
E1b1a1a1f1a,E1b1a1a1f1a,,10,normal,False,"M191, U186, P253, TSC1640819, Z1712.1",2012
E1b1a1a1f1a*,E1b1a1a1f1a*,,11,normal,True,,2012
